name,full_name,stars,forks,watchers,open_issues,size,has_wiki,has_projects,has_downloads,is_fork,archived,created_at,updated_at,pushed_at,language,license,subscribers_count,contributors_count,commits_count,readme_size
funNLP,fighting41love/funNLP,72831,14834,72831,38,174188,1,1,1,0,0,2018-08-21T11:20:39Z,2025-05-04T05:31:28Z,2024-05-10T07:38:24Z,Python,,30,11,30,138594
elasticsearch,elastic/elasticsearch,72551,25192,72551,5064,1403317,0,1,1,0,0,2010-02-08T13:20:56Z,2025-05-04T05:52:22Z,2025-05-04T07:20:14Z,Java,other,30,30,30,10035
vite,vitejs/vite,72476,6669,72476,632,46374,0,1,1,0,0,2020-04-21T05:03:57Z,2025-05-04T07:21:46Z,2025-05-03T18:21:53Z,TypeScript,mit,30,30,30,3386
playwright,microsoft/playwright,72332,4118,72332,813,171005,0,0,1,0,0,2019-11-15T18:32:42Z,2025-05-04T07:30:47Z,2025-05-03T07:19:56Z,TypeScript,apache-2.0,30,30,30,8120
ML-For-Beginners,microsoft/ML-For-Beginners,72095,15599,72095,7,749206,1,0,1,0,0,2021-03-03T01:34:05Z,2025-05-04T06:14:15Z,2025-04-16T15:36:30Z,HTML,mit,30,30,30,23119
system-design-101,ByteByteGoHq/system-design-101,72004,7659,72004,45,46759,1,1,1,0,0,2023-09-18T20:52:03Z,2025-05-04T06:52:54Z,2025-04-04T17:30:30Z,,other,30,15,25,45873
code-server,coder/code-server,71507,5922,71507,158,53606,0,1,1,0,0,2019-02-27T16:50:41Z,2025-05-04T06:31:45Z,2025-05-02T18:33:08Z,TypeScript,mit,30,30,30,3061
hoppscotch,hoppscotch/hoppscotch,71494,4902,71494,532,88039,1,1,1,0,0,2019-08-21T13:15:24Z,2025-05-04T07:01:29Z,2025-05-03T17:07:47Z,TypeScript,mit,30,30,30,11687
nest,nestjs/nest,70700,7848,70700,71,367055,1,1,1,0,0,2017-02-04T20:12:52Z,2025-05-04T06:59:39Z,2025-05-02T21:46:31Z,TypeScript,mit,30,30,30,13721
stable-diffusion,CompVis/stable-diffusion,70523,10413,70523,604,43676,1,1,1,0,0,2022-08-10T14:36:44Z,2025-05-04T07:39:56Z,2024-06-18T01:53:49Z,Jupyter Notebook,other,30,7,30,12441
Front-End-Checklist,thedaviddias/Front-End-Checklist,69990,6486,69990,3,3015,0,0,1,0,0,2017-10-16T10:12:36Z,2025-05-03T21:18:29Z,2025-02-14T00:53:27Z,,cc0-1.0,30,30,30,39337
syncthing,syncthing/syncthing,69900,4502,69900,376,122829,1,1,1,0,0,2013-11-26T09:48:21Z,2025-05-04T07:32:22Z,2025-05-04T07:23:57Z,Go,mpl-2.0,30,30,30,3999
fzf,junegunn/fzf,69863,2505,69863,287,7133,1,0,1,0,0,2013-10-23T16:04:23Z,2025-05-04T07:28:03Z,2025-05-04T06:08:38Z,Go,mit,30,30,30,43798
screenshot-to-code,abi/screenshot-to-code,69812,8618,69812,123,3152,1,1,1,0,0,2023-11-14T17:53:32Z,2025-05-04T05:35:45Z,2025-04-23T18:40:55Z,Python,mit,30,24,30,5368
moby,moby/moby,69668,18744,69668,3565,230638,1,1,1,0,0,2013-01-18T18:10:57Z,2025-05-04T05:39:26Z,2025-05-03T05:19:00Z,Go,apache-2.0,30,30,30,3918
flask,pallets/flask,69458,16379,69458,7,10754,0,0,1,0,0,2010-04-06T11:11:59Z,2025-05-04T06:59:03Z,2025-03-30T20:17:35Z,Python,bsd-3-clause,30,30,30,1486
redis,redis/redis,68983,23994,68983,2608,200691,0,1,1,0,0,2009-03-21T22:32:25Z,2025-05-04T07:33:33Z,2025-05-02T11:20:31Z,C,other,30,30,30,31751
d2l-zh,d2l-ai/d2l-zh,68958,11602,68958,107,316965,0,0,1,0,0,2017-08-23T04:40:24Z,2025-05-04T07:37:50Z,2024-07-30T09:32:19Z,Python,apache-2.0,30,30,30,4666
reveal.js,hakimel/reveal.js,68813,16723,68813,852,27947,1,1,1,0,0,2011-06-07T18:54:22Z,2025-05-03T15:04:52Z,2025-04-28T11:24:57Z,JavaScript,mit,30,30,30,1787
uptime-kuma,louislam/uptime-kuma,68660,6029,68660,783,28787,1,0,1,0,0,2021-07-03T01:02:42Z,2025-05-04T07:33:57Z,2025-05-02T06:58:17Z,JavaScript,mit,30,30,30,7550
cs-video-courses,Developer-Y/cs-video-courses,68626,9287,68626,3,825,1,1,1,0,0,2016-10-21T17:02:11Z,2025-05-04T06:32:20Z,2025-05-02T16:03:04Z,,,30,30,30,183425
swift,swiftlang/swift,68529,10462,68529,8208,1239633,0,0,1,0,0,2015-10-23T21:15:07Z,2025-05-04T06:48:31Z,2025-05-04T03:56:36Z,C++,apache-2.0,30,30,30,10354
node,base/node,68498,2686,68498,66,2743,1,1,1,0,0,2023-02-01T13:55:02Z,2025-05-03T20:14:50Z,2025-04-28T23:49:58Z,Shell,mit,30,30,30,4523
gpt_academic,binary-husky/gpt_academic,68331,8339,68331,270,71936,1,1,1,0,0,2023-03-20T09:05:13Z,2025-05-04T06:56:31Z,2025-04-29T03:10:49Z,Python,gpl-3.0,30,30,30,27940
awesome-machine-learning,josephmisiti/awesome-machine-learning,67869,14886,67869,5,3054,0,0,1,0,0,2014-07-15T19:11:19Z,2025-05-04T07:28:27Z,2025-04-12T20:31:11Z,Python,other,30,30,30,200788
awesome-react,enaqx/awesome-react,67856,7336,67856,25,2576,0,0,1,0,0,2014-08-06T05:31:44Z,2025-05-04T06:52:37Z,2024-12-06T20:56:37Z,,,30,30,30,16604
grafana,grafana/grafana,67809,12589,67809,3909,1377048,0,1,1,0,0,2013-12-11T15:59:56Z,2025-05-04T06:59:15Z,2025-05-04T02:16:39Z,TypeScript,agpl-3.0,30,30,30,3269
protobuf,protocolbuffers/protobuf,67445,15694,67445,304,188036,1,1,1,0,0,2014-08-26T15:52:15Z,2025-05-04T07:03:03Z,2025-05-04T07:38:10Z,C++,other,30,30,30,6164
express,expressjs/express,66902,18370,66902,186,9559,1,0,1,0,0,2009-06-26T18:56:01Z,2025-05-04T05:28:34Z,2025-05-01T10:03:40Z,JavaScript,mit,30,30,30,9350
Best-websites-a-programmer-should-visit,sdmg15/Best-websites-a-programmer-should-visit,66708,8117,66708,923,2002,1,1,1,0,0,2017-03-05T20:25:17Z,2025-05-04T05:45:13Z,2025-03-10T18:09:14Z,,mit,30,30,30,96476
cpython,python/cpython,66702,31778,66702,9067,691009,0,1,1,0,0,2017-02-10T19:23:51Z,2025-05-04T05:16:37Z,2025-05-04T02:50:37Z,Python,other,30,30,30,8909
tesseract,tesseract-ocr/tesseract,66564,9858,66564,442,53559,1,1,1,0,0,2014-08-12T18:04:59Z,2025-05-04T07:38:04Z,2025-05-02T05:27:26Z,C++,apache-2.0,30,30,30,8142
strapi,strapi/strapi,66463,8517,66463,1087,574381,0,1,1,0,0,2015-09-30T15:34:48Z,2025-05-04T06:52:09Z,2025-05-02T14:36:11Z,TypeScript,other,30,30,30,8327
Ventoy,ventoy/Ventoy,66395,4248,66395,936,213812,1,1,1,0,0,2020-03-10T15:19:19Z,2025-05-04T03:16:38Z,2025-03-03T06:42:50Z,C,gpl-3.0,30,30,30,11563
superset,apache/superset,66012,14940,66012,890,744244,1,1,1,0,0,2015-07-21T18:55:34Z,2025-05-04T07:32:49Z,2025-05-03T21:37:35Z,Jupyter Notebook,apache-2.0,30,30,30,14891
Chart.js,chartjs/Chart.js,65815,11946,65815,477,43276,0,1,1,0,0,2013-03-17T23:56:36Z,2025-05-04T07:08:59Z,2025-04-25T11:47:44Z,JavaScript,mit,30,30,30,2605
webpack,webpack/webpack,65252,9079,65252,241,68536,0,1,1,0,0,2012-03-10T10:08:14Z,2025-05-04T02:34:10Z,2025-05-04T00:17:00Z,JavaScript,mit,30,30,30,83356
imgui,ocornut/imgui,65195,10827,65195,1134,104905,1,0,1,0,0,2014-07-21T14:29:47Z,2025-05-04T07:00:46Z,2025-04-30T19:30:49Z,C++,mit,30,30,30,21250
PayloadsAllTheThings,swisskyrepo/PayloadsAllTheThings,65125,15301,65125,20,23513,0,1,1,0,0,2016-10-18T07:29:07Z,2025-05-04T06:36:55Z,2025-04-09T09:16:20Z,Python,mit,30,30,30,2721
33-js-concepts,leonardomso/33-js-concepts,65120,9098,65120,82,1260,1,1,1,0,0,2018-09-04T13:27:04Z,2025-05-04T00:05:09Z,2025-04-27T17:12:57Z,JavaScript,mit,30,30,30,113070
immich,immich-app/immich,65111,3427,65111,521,222119,0,1,1,0,0,2022-02-03T15:56:27Z,2025-05-04T07:36:25Z,2025-05-04T03:03:21Z,TypeScript,agpl-3.0,30,30,30,6028
ansible,ansible/ansible,64893,24017,64893,864,258479,0,1,1,0,0,2012-03-06T14:58:02Z,2025-05-04T06:46:28Z,2025-04-30T21:16:59Z,Python,gpl-3.0,30,30,30,5930
sherlock,sherlock-project/sherlock,64176,7436,64176,219,17822,1,1,1,0,0,2018-12-24T14:30:48Z,2025-05-04T05:59:38Z,2025-04-23T07:48:52Z,Python,mit,30,30,30,6204
gpt4free,xtekky/gpt4free,64161,13627,64161,27,165111,1,1,1,0,0,2023-03-29T17:00:43Z,2025-05-04T05:40:41Z,2025-05-02T15:12:17Z,Python,gpl-3.0,30,30,30,50743
interviews,kdn251/interviews,64111,12914,64111,111,24091,1,1,1,0,0,2017-02-14T18:19:25Z,2025-05-04T05:13:17Z,2024-05-13T08:48:36Z,Java,mit,30,28,30,23130
caddy,caddyserver/caddy,64014,4280,64014,185,19105,0,0,1,0,0,2015-01-13T19:45:03Z,2025-05-04T07:09:50Z,2025-05-02T17:56:46Z,Go,apache-2.0,30,30,30,11977
obs-studio,obsproject/obs-studio,63917,8379,63917,906,75884,1,1,1,0,0,2013-10-01T02:40:31Z,2025-05-04T07:20:11Z,2025-05-04T00:46:48Z,C,gpl-2.0,30,30,30,2809
javascript-questions,lydiahallie/javascript-questions,63873,9083,63873,42,4330,1,1,1,0,0,2019-06-12T08:26:27Z,2025-05-04T07:04:18Z,2024-08-04T16:08:40Z,,mit,30,30,30,145261
openai-cookbook,openai/openai-cookbook,63720,10364,63720,65,463601,0,0,1,0,0,2022-03-11T02:08:53Z,2025-05-04T07:28:53Z,2025-05-02T20:10:18Z,MDX,mit,30,30,30,1199
tabby,Eugeny/tabby,63473,3594,63473,2276,97462,1,1,1,0,0,2016-12-23T09:06:10Z,2025-05-04T07:30:59Z,2025-04-15T21:48:26Z,TypeScript,mit,30,30,30,57982
echarts,apache/echarts,63415,19716,63415,2098,245475,1,1,1,0,0,2013-04-03T03:18:59Z,2025-05-04T03:27:52Z,2025-04-25T03:17:27Z,TypeScript,apache-2.0,30,30,30,4194
awesome-cpp,fffaraz/awesome-cpp,63401,7960,63401,416,2363,0,0,1,0,0,2014-07-17T08:51:11Z,2025-05-04T06:18:35Z,2025-04-30T14:19:21Z,,mit,30,30,30,174750
the-algorithm,twitter/the-algorithm,63144,12160,63144,458,7803,0,0,1,0,0,2023-03-27T14:57:57Z,2025-05-04T03:32:24Z,2024-07-10T07:07:01Z,Scala,agpl-3.0,30,3,30,7414
cs-self-learning,PKUFlyingPig/cs-self-learning,63126,7325,63126,130,61292,1,1,1,0,0,2021-10-20T13:43:42Z,2025-05-04T07:26:39Z,2025-04-06T07:54:48Z,HTML,mit,30,30,30,5510
awesome-public-datasets,awesomedata/awesome-public-datasets,63037,10113,63037,130,984,0,0,1,0,0,2014-11-20T06:20:50Z,2025-05-04T07:19:41Z,2024-11-13T17:04:23Z,,mit,30,30,30,183336
keras,keras-team/keras,62949,19576,62949,309,46419,1,1,1,0,0,2015-03-28T00:35:42Z,2025-05-04T06:20:30Z,2025-05-04T05:09:41Z,Python,apache-2.0,30,30,30,4986
nocode,kelseyhightower/nocode,62646,4742,62646,4527,5,1,1,1,0,0,2018-02-06T23:54:00Z,2025-05-04T07:31:41Z,2024-08-07T03:19:12Z,Dockerfile,apache-2.0,30,1,4,835
AppFlowy,AppFlowy-IO/AppFlowy,62615,4214,62615,983,92307,0,1,1,0,0,2021-06-16T12:56:48Z,2025-05-04T06:57:41Z,2025-05-02T13:34:07Z,Dart,agpl-3.0,30,30,30,8539
SecLists,danielmiessler/SecLists,62552,24313,62552,7,2165418,1,1,1,0,0,2012-02-19T01:30:18Z,2025-05-04T07:03:46Z,2025-05-03T14:03:26Z,PHP,mit,30,30,30,3751
resume.github.com,resume/resume.github.com,62400,1358,62400,67,411,1,1,1,0,0,2011-02-06T13:39:55Z,2025-05-04T02:35:16Z,2023-02-15T06:38:51Z,JavaScript,,30,30,30,658
sway,FuelLabs/sway,62311,5389,62311,869,97953,0,1,1,0,0,2021-01-19T20:54:33Z,2025-05-03T18:57:59Z,2025-05-02T17:53:24Z,Rust,apache-2.0,30,30,30,2239
socket.io,socketio/socket.io,61977,10146,61977,197,32113,0,1,1,0,0,2010-03-11T18:24:48Z,2025-05-03T21:03:46Z,2025-03-28T20:32:26Z,TypeScript,mit,30,30,30,1649
scikit-learn,scikit-learn/scikit-learn,61929,25785,61929,2163,168547,1,1,1,0,0,2010-08-17T09:43:38Z,2025-05-04T07:34:04Z,2025-05-01T14:51:56Z,Python,bsd-3-clause,30,30,30,7234
Apollo-11,chrislgarry/Apollo-11,61724,7192,61724,126,3401,1,1,1,0,0,2014-04-03T15:45:02Z,2025-05-04T06:25:47Z,2025-04-05T16:05:08Z,Assembly,other,30,30,30,5945
awesome-scalability,binhnguyennus/awesome-scalability,61721,6237,61721,18,1499,0,0,1,0,0,2017-12-27T03:46:40Z,2025-05-04T06:52:42Z,2025-03-16T01:27:17Z,,mit,30,26,30,124382
Java,TheAlgorithms/Java,61512,19890,61512,9,5617,0,0,1,0,0,2016-07-16T10:21:02Z,2025-05-04T07:10:18Z,2025-04-29T07:27:54Z,Java,mit,30,30,30,1292
redux,reduxjs/redux,61177,15244,61177,43,34110,0,0,1,0,0,2015-05-29T23:53:15Z,2025-05-04T06:50:33Z,2025-05-01T01:30:49Z,TypeScript,mit,30,30,30,8030
new-pac,Alvin9999/new-pac,61095,9920,61095,425,6919,1,1,1,0,0,2016-03-23T08:43:36Z,2025-05-04T07:34:30Z,2025-05-04T07:31:25Z,Python,,30,2,30,504
act,nektos/act,60948,1574,60948,223,10160,0,1,1,0,0,2019-01-02T19:53:43Z,2025-05-04T07:32:26Z,2025-05-01T02:36:59Z,Go,mit,30,30,30,3493
localsend,localsend/localsend,60809,3241,60809,669,15341,0,0,1,0,0,2022-12-16T00:46:07Z,2025-05-04T07:39:23Z,2025-04-26T13:01:50Z,Dart,apache-2.0,30,30,30,12542
awesome-nodejs,sindresorhus/awesome-nodejs,60800,6020,60800,22,1574,0,0,1,0,0,2014-07-11T13:35:34Z,2025-05-04T06:52:43Z,2025-04-04T19:28:41Z,,cc0-1.0,30,30,30,69250
design-resources-for-developers,bradtraversy/design-resources-for-developers,60610,11711,60610,2,4918,1,1,1,0,0,2020-05-06T14:40:35Z,2025-05-04T07:23:03Z,2025-03-11T12:52:17Z,,mit,30,30,30,148400
annotated_deep_learning_paper_implementations,labmlai/annotated_deep_learning_paper_implementations,60446,6102,60446,36,153812,1,1,1,0,0,2020-08-25T02:29:34Z,2025-05-04T04:03:48Z,2024-08-24T09:18:59Z,Python,mit,30,30,30,7790
atom,atom/atom,60430,17348,60430,993,330585,0,0,1,0,1,2012-01-20T18:18:21Z,2025-05-04T06:49:01Z,2023-01-03T10:49:48Z,JavaScript,mit,30,30,30,4454
lodash,lodash/lodash,60414,7068,60414,104,49142,1,0,1,0,0,2012-04-07T04:11:46Z,2025-05-03T19:26:50Z,2024-12-12T22:27:04Z,JavaScript,other,30,30,30,3021
awesome-courses,prakhar1989/awesome-courses,60293,8203,60293,56,1401,0,1,1,0,0,2014-11-15T18:36:49Z,2025-05-04T06:52:44Z,2023-05-04T12:49:34Z,,,30,30,30,236928
Front-end-Developer-Interview-Questions,h5bp/Front-end-Developer-Interview-Questions,60282,11096,60282,42,5963,0,0,1,0,0,2012-02-09T23:34:10Z,2025-05-04T06:59:29Z,2024-11-01T03:04:22Z,Nunjucks,mit,30,30,30,49134
architect-awesome,xingshaocheng/architect-awesome,60173,17806,60173,66,3080,1,1,1,0,0,2018-04-06T13:30:58Z,2025-05-04T06:55:12Z,2024-04-11T11:32:12Z,,,30,30,30,145796
lobe-chat,lobehub/lobe-chat,60095,12666,60095,811,390838,1,1,1,0,0,2023-05-21T07:19:12Z,2025-05-04T07:35:04Z,2025-05-04T02:08:05Z,TypeScript,other,30,30,30,69018
markdown-here,adam-p/markdown-here,59896,11223,59896,321,16461,1,1,1,0,0,2012-05-13T03:27:22Z,2025-05-04T07:06:00Z,2024-12-11T01:56:45Z,JavaScript,mit,30,13,30,13645
docusaurus,facebook/docusaurus,59693,9022,59693,357,704148,0,1,1,0,0,2017-06-20T16:13:53Z,2025-05-04T02:51:05Z,2025-05-02T18:03:21Z,TypeScript,mit,30,30,30,7419
Deep-Live-Cam,hacksider/Deep-Live-Cam,59688,8373,59688,49,155764,1,1,1,0,0,2023-09-24T13:19:31Z,2025-05-04T07:39:04Z,2025-05-03T02:16:02Z,Python,agpl-3.0,30,30,30,16427
lazygit,jesseduffield/lazygit,59652,2038,59652,745,149831,1,1,1,0,0,2018-05-19T00:53:06Z,2025-05-04T07:33:07Z,2025-05-03T15:40:36Z,Go,mit,30,30,30,31757
anime,juliangarnier/anime,59530,4014,59530,75,66020,1,1,1,0,0,2016-03-13T21:37:45Z,2025-05-04T07:19:53Z,2025-04-25T07:02:57Z,JavaScript,mit,30,30,30,4022
jquery,jquery/jquery,59505,20613,59505,95,34601,1,0,0,0,0,2009-04-03T15:20:14Z,2025-05-03T08:21:30Z,2025-05-01T00:27:31Z,JavaScript,mit,30,30,30,14689
open-interpreter,OpenInterpreter/open-interpreter,59273,5048,59273,259,100324,0,0,1,0,0,2023-07-14T07:10:44Z,2025-05-04T07:22:11Z,2025-04-23T07:18:30Z,Python,agpl-3.0,30,30,30,14733
browser-use,browser-use/browser-use,58917,6397,58917,433,9507,1,1,1,0,0,2024-10-31T16:00:56Z,2025-05-04T07:26:28Z,2025-05-03T18:27:47Z,Python,mit,30,30,30,7294
localstack,localstack/localstack,58802,4144,58802,311,50555,0,1,1,0,0,2016-10-25T23:48:03Z,2025-05-04T04:13:15Z,2025-05-03T22:21:03Z,Python,other,30,30,30,12915
shadowsocks-windows,shadowsocks/shadowsocks-windows,58794,16362,58794,193,13489,1,1,1,0,0,2013-01-14T07:54:16Z,2025-05-04T01:37:51Z,2025-01-01T08:09:55Z,C#,other,30,30,30,7314
angular.js,angular/angular.js,58747,27400,58747,463,101796,1,1,1,0,1,2010-01-06T00:34:37Z,2025-05-03T12:06:55Z,2024-04-12T17:43:16Z,JavaScript,mit,30,30,30,6130
alacritty,alacritty/alacritty,58644,3105,58644,332,13586,1,0,1,0,0,2016-02-18T05:02:30Z,2025-05-04T07:01:48Z,2025-05-02T22:05:23Z,Rust,apache-2.0,30,30,30,4330
langflow,langflow-ai/langflow,58553,6231,58553,966,646295,1,1,1,0,0,2023-02-08T22:28:03Z,2025-05-04T06:59:04Z,2025-05-04T06:44:14Z,Python,mit,30,30,30,3537
prometheus,prometheus/prometheus,58376,9538,58376,710,255538,1,1,1,0,0,2012-11-24T11:14:12Z,2025-05-04T07:08:22Z,2025-05-03T17:05:13Z,Go,apache-2.0,30,30,30,8515
llama,meta-llama/llama,58186,9760,58186,482,1150,0,1,1,0,0,2023-02-14T09:29:12Z,2025-05-04T06:39:53Z,2025-01-26T21:42:26Z,Python,other,30,30,30,8694
rustlings,rust-lang/rustlings,58006,10563,58006,66,4181,0,0,1,0,0,2015-09-15T02:25:18Z,2025-05-03T23:50:49Z,2025-04-29T19:36:58Z,Rust,mit,30,30,30,6807
spring-framework,spring-projects/spring-framework,57966,38465,57966,316,223613,1,0,1,0,0,2010-12-08T04:04:45Z,2025-05-04T06:59:44Z,2025-05-02T15:07:09Z,Java,apache-2.0,30,30,30,3062
zed,zed-industries/zed,57951,4007,57951,2648,196505,0,1,1,0,0,2021-02-20T03:01:06Z,2025-05-04T07:18:31Z,2025-05-04T00:27:28Z,Rust,other,30,30,30,2497
fuel-core,FuelLabs/fuel-core,57679,2849,57679,162,907012,1,1,1,0,0,2020-08-27T21:12:14Z,2025-05-04T00:02:07Z,2025-05-03T05:17:32Z,Rust,other,30,30,30,9288
nerd-fonts,ryanoasis/nerd-fonts,57601,3744,57601,13,27475554,1,1,1,0,0,2014-12-05T04:31:17Z,2025-05-04T05:07:05Z,2025-04-28T19:36:06Z,CSS,other,30,30,30,50968
Stirling-PDF,Stirling-Tools/Stirling-PDF,57499,4828,57499,223,83627,1,1,1,0,0,2023-01-27T18:22:42Z,2025-05-04T07:28:56Z,2025-05-03T13:34:42Z,Java,mit,30,30,30,9636
nuxt,nuxt/nuxt,56944,5246,56944,874,121765,0,1,1,0,0,2016-10-26T11:18:47Z,2025-05-04T07:21:20Z,2025-05-03T23:08:06Z,TypeScript,mit,30,30,30,5441
html5-boilerplate,h5bp/html5-boilerplate,56922,12287,56922,14,22619,1,0,1,0,0,2010-01-24T18:03:24Z,2025-05-04T05:40:56Z,2025-05-02T15:15:31Z,JavaScript,mit,30,30,30,5598
union,unionlabs/union,56871,2852,56871,302,464500,1,1,1,0,0,2023-05-16T22:33:39Z,2025-05-04T07:36:40Z,2025-05-04T04:07:13Z,Rust,apache-2.0,30,24,30,6029
rails,rails/rails,56830,21835,56830,1310,264661,0,1,1,0,0,2008-04-11T02:19:47Z,2025-05-04T07:34:39Z,2025-05-04T07:38:06Z,Ruby,mit,30,30,30,4798
clash-verge-rev,clash-verge-rev/clash-verge-rev,56830,4396,56830,188,64323,1,1,1,0,0,2023-11-21T18:24:03Z,2025-05-04T07:34:11Z,2025-05-04T05:28:17Z,TypeScript,gpl-3.0,30,30,30,3770
ghidra,NationalSecurityAgency/ghidra,56700,6336,56700,1712,376185,1,0,1,0,0,2019-03-01T03:27:48Z,2025-05-04T07:21:42Z,2025-04-30T15:34:16Z,Java,apache-2.0,30,30,30,6802
DeepLearning-500-questions,scutan90/DeepLearning-500-questions,55906,15955,55906,121,207074,1,1,1,0,0,2018-06-27T06:36:45Z,2025-05-04T04:29:05Z,2024-06-26T12:10:14Z,JavaScript,gpl-3.0,30,30,30,13744
markitdown,microsoft/markitdown,55898,2837,55898,246,3200,1,1,1,0,0,2024-11-13T19:56:40Z,2025-05-04T07:34:28Z,2025-04-13T16:31:40Z,Python,mit,30,30,30,9370
leetcode-master,youngyangyang04/leetcode-master,55852,11972,55852,228,99643,1,1,1,0,0,2019-12-14T12:05:42Z,2025-05-04T07:21:44Z,2025-04-09T11:59:27Z,Shell,,30,30,30,32738
weekly,ruanyf/weekly,55849,3228,55849,5372,6650,1,1,1,0,0,2018-10-13T12:36:07Z,2025-05-04T07:38:28Z,2025-04-25T00:43:32Z,,,30,30,30,25064
gatsby,gatsbyjs/gatsby,55836,10293,55836,422,1146929,0,1,1,0,0,2015-05-21T22:43:05Z,2025-05-04T06:49:11Z,2025-05-01T03:37:40Z,JavaScript,mit,30,30,30,9853
private-gpt,zylon-ai/private-gpt,55736,7470,55736,269,2778,1,1,1,0,0,2023-05-02T09:15:31Z,2025-05-04T06:04:37Z,2024-11-13T19:30:32Z,Python,apache-2.0,30,30,30,8408
awesome-flutter,Solido/awesome-flutter,55697,6748,55697,27,3451,0,0,1,0,0,2017-05-07T11:45:27Z,2025-05-04T06:52:48Z,2025-03-04T18:34:23Z,Dart,,30,30,30,66982
Prompt-Engineering-Guide,dair-ai/Prompt-Engineering-Guide,55636,5485,55636,200,27439,1,1,1,0,0,2022-12-16T16:04:50Z,2025-05-04T07:21:59Z,2025-04-25T13:35:45Z,MDX,mit,30,30,30,10592
you-get,soimort/you-get,55536,9750,55536,383,3533,1,1,1,0,0,2012-08-20T15:53:36Z,2025-05-04T04:29:38Z,2025-04-27T15:33:25Z,Python,other,30,30,30,21056
leetcode,azl397985856/leetcode,55295,9484,55295,11,126557,1,1,1,0,0,2018-03-30T09:13:51Z,2025-05-04T07:17:07Z,2025-02-22T08:07:33Z,JavaScript,other,30,30,30,42233
MetaGPT,FoundationAgents/MetaGPT,55259,6576,55259,109,184089,1,1,1,0,0,2023-06-30T09:04:55Z,2025-05-04T06:23:04Z,2025-03-31T07:17:13Z,Python,mit,30,30,30,8209
tldr,tldr-pages/tldr,55078,4430,55078,195,35848,1,1,1,0,0,2013-12-08T07:34:43Z,2025-05-04T07:20:32Z,2025-05-04T07:20:26Z,Markdown,other,30,30,30,7796
scrapy,scrapy/scrapy,55070,10777,55070,643,28134,1,1,0,0,0,2010-02-22T02:01:14Z,2025-05-04T02:28:30Z,2025-05-02T08:37:29Z,Python,bsd-3-clause,30,30,30,3094
awesome-chatgpt-prompts-zh,PlexPt/awesome-chatgpt-prompts-zh,54878,13563,54878,41,39446,1,1,1,0,0,2022-12-12T01:55:03Z,2025-05-04T07:26:33Z,2025-01-01T08:34:33Z,,mit,30,24,30,68795
react-router,remix-run/react-router,54700,10575,54700,224,37507,0,0,1,0,0,2014-05-16T22:22:51Z,2025-05-04T07:23:54Z,2025-05-03T07:06:18Z,TypeScript,mit,30,30,30,1400
face_recognition,ageitgey/face_recognition,54683,13600,54683,809,103959,1,1,1,0,0,2017-03-03T21:52:39Z,2025-05-04T07:29:10Z,2024-08-21T06:22:36Z,Python,mit,30,30,30,19424
git,git/git,54644,26167,54644,229,276130,0,0,1,0,0,2008-07-23T14:21:26Z,2025-05-04T07:24:01Z,2025-05-03T01:34:52Z,C,other,30,30,30,3662
traefik,traefik/traefik,54501,5315,54501,651,144648,0,1,1,0,0,2015-09-13T19:04:02Z,2025-05-04T06:59:58Z,2025-05-02T15:59:23Z,Go,mit,30,30,30,8156
drawio-desktop,jgraph/drawio-desktop,54257,5262,54257,51,2823,1,1,1,0,0,2017-05-25T20:58:42Z,2025-05-04T07:05:32Z,2025-04-26T19:15:09Z,JavaScript,apache-2.0,30,15,30,3920
element,ElemeFE/element,54226,14636,54226,2910,93346,1,1,1,0,0,2016-09-03T06:19:26Z,2025-05-03T20:25:25Z,2024-08-20T07:40:13Z,Vue,mit,30,30,30,6447
Real-Time-Voice-Cloning,CorentinJ/Real-Time-Voice-Cloning,54131,8958,54131,221,369680,1,0,1,0,0,2019-05-26T08:56:15Z,2025-05-04T06:29:17Z,2024-08-14T19:54:03Z,Python,other,30,15,30,4405
nocodb,nocodb/nocodb,54131,3811,54131,699,1280183,1,1,1,0,0,2017-10-29T18:51:48Z,2025-05-04T07:16:47Z,2025-05-03T22:16:41Z,TypeScript,agpl-3.0,30,30,30,12257
gpt-engineer,AntonOsika/gpt-engineer,54060,7091,54060,37,20607,0,1,1,0,0,2023-04-29T12:52:15Z,2025-05-04T06:04:35Z,2024-11-17T22:47:32Z,Python,mit,30,30,30,7857
faceswap,deepfakes/faceswap,53795,13380,53795,38,203576,0,1,1,0,0,2017-12-19T09:44:13Z,2025-05-04T07:02:08Z,2025-02-26T17:55:37Z,Python,gpl-3.0,30,30,30,12091
OpenHands,All-Hands-AI/OpenHands,53770,6032,53770,294,196505,1,1,1,0,0,2024-03-13T03:33:31Z,2025-05-04T05:59:01Z,2025-05-04T05:20:51Z,Python,mit,30,30,30,8586
ChatGPT,lencx/ChatGPT,53738,6082,53738,825,32499,0,0,1,0,0,2022-12-07T09:43:02Z,2025-05-04T07:04:08Z,2024-08-29T17:58:11Z,Rust,,30,29,30,1813
yolov5,ultralytics/yolov5,53665,16867,53665,256,16621,1,1,1,0,0,2020-05-18T03:45:11Z,2025-05-04T07:34:47Z,2025-04-30T10:30:56Z,Python,agpl-3.0,30,30,30,49999
